LocationID,LocationName,StateAbbr,StateDesc,TotalPopulation
13149,Heard,GA,Georgia,"12,034"
13017,Ben Hill,GA,Georgia,"17,128"
12086,Miami-Dade,FL,Florida,"2,686,867"
9140,Naugatuck Valley,CT,Connecticut,"456,128"
12129,Wakulla,FL,Florida,"36,449"
6095,Solano,CA,California,"449,218"
8033,Dolores,CO,Colorado,"2,513"
12077,Liberty,FL,Florida,"7,706"
8049,Grand,CO,Colorado,"15,935"
13127,Glynn,GA,Georgia,"86,172"
13069,Coffee,GA,Georgia,"43,317"
6097,Sonoma,CA,California,"481,812"
6077,San Joaquin,CA,California,"800,965"
12105,Polk,FL,Florida,"818,330"
12039,Gadsden,FL,Florida,"43,833"
8019,Clear Creek,CO,Colorado,"9,147"
12047,Hamilton,FL,Florida,"13,471"
13067,Cobb,GA,Georgia,"776,743"
13033,Burke,GA,Georgia,"24,438"
12083,Marion,FL,Florida,"409,959"
13139,Hall,GA,Georgia,"217,267"
13003,Atkinson,GA,Georgia,"8,293"
8053,Hinsdale,CO,Colorado,765
10003,New Castle,DE,Delaware,"578,592"
13081,Crisp,GA,Georgia,"19,631"
12003,Baker,FL,Florida,"28,368"
13131,Grady,GA,Georgia,"26,066"
13105,Elbert,GA,Georgia,"20,013"
8029,Delta,CO,Colorado,"31,746"
8023,Costilla,CO,Colorado,"3,628"
13073,Columbia,GA,Georgia,"165,162"
8021,Conejos,CO,Colorado,"7,521"
8017,Cheyenne,CO,Colorado,"1,727"
13145,Harris,GA,Georgia,"36,654"
12057,Hillsborough,FL,Florida,"1,535,564"
8103,Rio Blanco,CO,Colorado,"6,569"
12093,Okeechobee,FL,Florida,"41,427"
9110,Capitol,CT,Connecticut,"975,328"
13023,Bleckley,GA,Georgia,"12,465"
9170,South Central Connecticut,CT,Connecticut,"568,158"
12099,Palm Beach,FL,Florida,"1,533,801"
8063,Kit Carson,CO,Colorado,"6,994"
13083,Dade,GA,Georgia,"16,165"
13051,Chatham,GA,Georgia,"303,655"
6101,Sutter,CA,California,"97,948"
12043,Glades,FL,Florida,"12,786"
13007,Baker,GA,Georgia,"2,743"
8119,Teller,CO,Colorado,"24,617"
12089,Nassau,FL,Florida,"101,501"
13135,Gwinnett,GA,Georgia,"983,526"
12045,Gulf,FL,Florida,"15,693"
13101,Echols,GA,Georgia,"3,709"
12059,Holmes,FL,Florida,"19,944"
6085,Santa Clara,CA,California,"1,877,592"
12119,Sumter,FL,Florida,"151,565"
12131,Walton,FL,Florida,"86,354"
13113,Fayette,GA,Georgia,"123,351"
12007,Bradford,FL,Florida,"27,858"
12071,Lee,FL,Florida,"834,573"
13027,Brooks,GA,Georgia,"16,245"
8099,Prowers,CO,Colorado,"11,751"
12033,Escambia,FL,Florida,"326,928"
12029,Dixie,FL,Florida,"17,465"
13005,Bacon,GA,Georgia,"11,124"
12015,Charlotte,FL,Florida,"206,134"
12075,Levy,FL,Florida,"46,545"
12125,Union,FL,Florida,"15,532"
8009,Baca,CO,Colorado,"3,344"
8067,La Plata,CO,Colorado,"56,407"
9180,Southeastern Connecticut,CT,Connecticut,"279,634"
10001,Kent,DE,Delaware,"189,789"
13137,Habersham,GA,Georgia,"48,757"
12079,Madison,FL,Florida,"18,519"
13093,Dooly,GA,Georgia,"10,981"
8101,Pueblo,CO,Colorado,"169,422"
12001,Alachua,FL,Florida,"285,994"
13043,Candler,GA,Georgia,"11,059"
12053,Hernando,FL,Florida,"212,807"
12103,Pinellas,FL,Florida,"961,596"
8075,Logan,CO,Colorado,"20,619"
13039,Camden,GA,Georgia,"58,118"
6089,Shasta,CA,California,"180,366"
13053,Chattahoochee,GA,Georgia,"8,661"
12067,Lafayette,FL,Florida,"8,078"
12121,Suwannee,FL,Florida,"46,130"
12123,Taylor,FL,Florida,"21,582"
8081,Moffat,CO,Colorado,"13,327"
8059,Jefferson,CO,Colorado,"576,366"
13151,Henry,GA,Georgia,"254,613"
13147,Hart,GA,Georgia,"27,556"
10005,Sussex,DE,Delaware,"263,509"
8097,Pitkin,CO,Colorado,"16,640"
12111,St. Lucie,FL,Florida,"373,586"
8051,Gunnison,CO,Colorado,"17,321"
13021,Bibb,GA,Georgia,"156,512"
8025,Crowley,CO,Colorado,"5,636"
13111,Fannin,GA,Georgia,"25,955"
13095,Dougherty,GA,Georgia,"82,645"
8043,Fremont,CO,Colorado,"50,318"
8077,Mesa,CO,Colorado,"159,681"
8039,Elbert,CO,Colorado,"28,806"
8005,Arapahoe,CO,Colorado,"656,061"
8089,Otero,CO,Colorado,"18,136"
13133,Greene,GA,Georgia,"20,722"
12041,Gilchrist,FL,Florida,"19,587"
13059,Clarke,GA,Georgia,"129,933"
12115,Sarasota,FL,Florida,"469,013"
6093,Siskiyou,CA,California,"42,905"
12037,Franklin,FL,Florida,"12,594"
8117,Summit,CO,Colorado,"30,465"
8073,Lincoln,CO,Colorado,"5,480"
12023,Columbia,FL,Florida,"73,063"
8085,Montrose,CO,Colorado,"44,156"
8095,Phillips,CO,Colorado,"4,476"
6079,San Luis Obispo,CA,California,"281,639"
12009,Brevard,FL,Florida,"643,979"
13013,Barrow,GA,Georgia,"92,792"
12061,Indian River,FL,Florida,"169,795"
13117,Forsyth,GA,Georgia,"272,887"
8125,Yuma,CO,Colorado,"9,862"
13143,Haralson,GA,Georgia,"32,038"
12005,Bay,FL,Florida,"190,769"
8057,Jackson,CO,Colorado,"1,309"
13035,Butts,GA,Georgia,"26,887"
12021,Collier,FL,Florida,"404,310"
13079,Crawford,GA,Georgia,"12,277"
13025,Brantley,GA,Georgia,"18,401"
12027,DeSoto,FL,Florida,"35,979"
13055,Chattooga,GA,Georgia,"25,222"
8027,Custer,CO,Colorado,"5,534"
8123,Weld,CO,Colorado,"359,442"
13009,Baldwin,GA,Georgia,"43,396"
17103,Lee,IL,Illinois,"33,654"
13223,Paulding,GA,Georgia,"183,164"
16051,Jefferson,ID,Idaho,"34,198"
13183,Long,GA,Georgia,"19,594"
17157,Randolph,IL,Illinois,"29,815"
13167,Johnson,GA,Georgia,"9,282"
13303,Washington,GA,Georgia,"19,820"
16021,Boundary,ID,Idaho,"13,557"
13309,Wheeler,GA,Georgia,"7,081"
17123,Marshall,IL,Illinois,"11,683"
16085,Valley,ID,Idaho,"12,644"
17189,Washington,IL,Illinois,"13,536"
13243,Randolph,GA,Georgia,"6,078"
13209,Montgomery,GA,Georgia,"8,761"
17143,Peoria,IL,Illinois,"177,513"
13305,Wayne,GA,Georgia,"31,373"
16087,Washington,ID,Idaho,"11,425"
16065,Madison,ID,Idaho,"54,547"
13321,Worth,GA,Georgia,"20,273"
13265,Taliaferro,GA,Georgia,"1,609"
17021,Christian,IL,Illinois,"33,228"
17139,Moultrie,IL,Illinois,"14,342"
13205,Mitchell,GA,Georgia,"21,114"
13273,Terrell,GA,Georgia,"8,718"
16071,Oneida,ID,Idaho,"4,953"
13187,Lumpkin,GA,Georgia,"35,258"
17155,Putnam,IL,Illinois,"5,561"
17135,Montgomery,IL,Illinois,"27,663"
17197,Will,IL,Illinois,"700,728"
17185,Wabash,IL,Illinois,"10,942"
17191,Wayne,IL,Illinois,"15,761"
13279,Toombs,GA,Georgia,"27,040"
13215,Muscogee,GA,Georgia,"201,877"
13199,Meriwether,GA,Georgia,"20,931"
17121,Marion,IL,Illinois,"36,673"
17013,Calhoun,IL,Illinois,"4,317"
17081,Jefferson,IL,Illinois,"36,320"
17083,Jersey,IL,Illinois,"21,091"
13201,Miller,GA,Georgia,"5,747"
17015,Carroll,IL,Illinois,"15,526"
15005,Kalawao,HI,Hawaii,81
13181,Lincoln,GA,Georgia,"7,879"
17097,Lake,IL,Illinois,"708,760"
17193,White,IL,Illinois,"13,401"
15007,Kauai,HI,Hawaii,"73,851"
17151,Pope,IL,Illinois,"3,707"
13307,Webster,GA,Georgia,"2,337"
16011,Bingham,ID,Idaho,"50,395"
17107,Logan,IL,Illinois,"27,590"
17175,Stark,IL,Illinois,"5,218"
15001,Hawaii,HI,Hawaii,"207,615"
17077,Jackson,IL,Illinois,"52,141"
17187,Warren,IL,Illinois,"16,185"
17049,Effingham,IL,Illinois,"34,331"
13175,Laurens,GA,Georgia,"49,941"
16067,Minidoka,ID,Idaho,"22,480"
17063,Grundy,IL,Illinois,"53,578"
16003,Adams,ID,Idaho,"4,903"
13241,Rabun,GA,Georgia,"17,442"
17095,Knox,IL,Illinois,"48,411"
13213,Murray,GA,Georgia,"41,035"
17005,Bond,IL,Illinois,"16,450"
17007,Boone,IL,Illinois,"53,202"
17035,Cumberland,IL,Illinois,"10,261"
13225,Peach,GA,Georgia,"28,805"
13283,Treutlen,GA,Georgia,"6,341"
13245,Richmond,GA,Georgia,"205,414"
13271,Telfair,GA,Georgia,"10,920"
13251,Screven,GA,Georgia,"14,174"
16077,Power,ID,Idaho,"8,253"
13269,Taylor,GA,Georgia,"7,758"
13315,Wilcox,GA,Georgia,"8,779"
17149,Pike,IL,Illinois,"14,342"
17017,Cass,IL,Illinois,"12,596"
13227,Pickens,GA,Georgia,"35,969"
13169,Jones,GA,Georgia,"28,969"
16063,Lincoln,ID,Idaho,"5,450"
13221,Oglethorpe,GA,Georgia,"15,754"
13291,Union,GA,Georgia,"27,124"
13219,Oconee,GA,Georgia,"44,182"
17065,Hamilton,IL,Illinois,"7,911"
17003,Alexander,IL,Illinois,"4,695"
17195,Whiteside,IL,Illinois,"54,498"
17029,Coles,IL,Illinois,"46,060"
16025,Camas,ID,Idaho,"1,232"
16029,Caribou,ID,Idaho,"7,219"
17117,Macoupin,IL,Illinois,"44,018"
13301,Warren,GA,Georgia,"5,106"
16053,Jerome,ID,Idaho,"25,479"
16039,Elmore,ID,Idaho,"29,724"
13259,Stewart,GA,Georgia,"4,674"
17045,Edgar,IL,Illinois,"16,334"
16023,Butte,ID,Idaho,"2,758"
13253,Seminole,GA,Georgia,"9,092"
13217,Newton,GA,Georgia,"120,135"
13177,Lee,GA,Georgia,"33,872"
13207,Monroe,GA,Georgia,"30,625"
17161,Rock Island,IL,Illinois,"141,236"
13193,Macon,GA,Georgia,"11,817"
17089,Kane,IL,Illinois,"514,982"
17073,Henry,IL,Illinois,"48,448"
17053,Ford,IL,Illinois,"13,250"
13211,Morgan,GA,Georgia,"21,460"
17129,Menard,IL,Illinois,"11,954"
17131,Mercer,IL,Illinois,"15,487"
13247,Rockdale,GA,Georgia,"95,987"
17093,Kendall,IL,Illinois,"139,976"
17109,McDonough,IL,Illinois,"26,839"
13197,Marion,GA,Georgia,"7,440"
17181,Union,IL,Illinois,"16,667"
16027,Canyon,ID,Idaho,"257,674"
17051,Fayette,IL,Illinois,"21,164"
16081,Teton,ID,Idaho,"12,549"
15003,Honolulu,HI,Hawaii,"989,408"
17031,Cook,IL,Illinois,"5,087,072"
13189,McDuffie,GA,Georgia,"21,799"
16073,Owyhee,ID,Idaho,"12,722"
13255,Spalding,GA,Georgia,"69,946"
17159,Richland,IL,Illinois,"15,488"
13267,Tattnall,GA,Georgia,"24,296"
13191,McIntosh,GA,Georgia,"11,501"
13173,Lanier,GA,Georgia,"10,452"
17011,Bureau,IL,Illinois,"32,729"
16043,Fremont,ID,Idaho,"14,196"
13229,Pierce,GA,Georgia,"20,425"
16049,Idaho,ID,Idaho,"17,890"
17099,LaSalle,IL,Illinois,"108,309"
17067,Hancock,IL,Illinois,"17,186"
16079,Shoshone,ID,Idaho,"14,026"
17137,Morgan,IL,Illinois,"32,140"
17171,Scott,IL,Illinois,"4,710"
