LocationID,LocationName,StateAbbr,StateDesc,TotalPopulation
21145,McCracken,KY,Kentucky,"67,428"
21093,Hardin,KY,Kentucky,"112,273"
21179,Nelson,KY,Kentucky,"47,730"
21159,Martin,KY,Kentucky,"10,928"
21215,Spencer,KY,Kentucky,"20,531"
21191,Pendleton,KY,Kentucky,"14,810"
21099,Hart,KY,Kentucky,"19,724"
21231,Wayne,KY,Kentucky,"19,580"
21127,Lawrence,KY,Kentucky,"16,000"
21223,Trimble,KY,Kentucky,"8,607"
21021,Boyle,KY,Kentucky,"30,988"
21185,Oldham,KY,Kentucky,"70,183"
21005,Anderson,KY,Kentucky,"24,613"
21139,Livingston,KY,Kentucky,"8,892"
21087,Green,KY,Kentucky,"11,468"
21073,Franklin,KY,Kentucky,"51,644"
21237,Wolfe,KY,Kentucky,"6,282"
28051,Holmes,MS,Mississippi,"15,777"
26089,Leelanau,MI,Michigan,"23,019"
27085,McLeod,MN,Minnesota,"36,785"
26051,Gladwin,MI,Michigan,"25,853"
28105,Oktibbeha,MS,Mississippi,"51,203"
26037,Clinton,MI,Michigan,"79,720"
27003,Anoka,MN,Minnesota,"372,441"
27053,Hennepin,MN,Minnesota,"1,258,713"
27011,Big Stone,MN,Minnesota,"5,105"
28069,Kemper,MS,Mississippi,"8,584"
27117,Pipestone,MN,Minnesota,"9,245"
28137,Tate,MS,Mississippi,"28,261"
26091,Lenawee,MI,Michigan,"97,520"
26111,Midland,MI,Michigan,"84,039"
27005,Becker,MN,Minnesota,"35,283"
26077,Kalamazoo,MI,Michigan,"262,215"
28089,Madison,MS,Mississippi,"112,511"
27007,Beltrami,MN,Minnesota,"46,718"
27119,Polk,MN,Minnesota,"30,412"
27097,Morrison,MN,Minnesota,"34,250"
27021,Cass,MN,Minnesota,"31,446"
26133,Osceola,MI,Michigan,"23,330"
27143,Sibley,MN,Minnesota,"15,084"
28087,Lowndes,MS,Mississippi,"57,283"
26073,Isabella,MI,Michigan,"64,118"
26141,Presque Isle,MI,Michigan,"13,285"
27105,Nobles,MN,Minnesota,"21,727"
26055,Grand Traverse,MI,Michigan,"96,421"
28101,Newton,MS,Mississippi,"21,019"
28081,Lee,MS,Mississippi,"82,799"
28133,Sunflower,MS,Mississippi,"24,468"
28139,Tippah,MS,Mississippi,"21,287"
26147,St. Clair,MI,Michigan,"159,874"
26083,Keweenaw,MI,Michigan,"2,172"
26069,Iosco,MI,Michigan,"25,373"
28067,Jones,MS,Mississippi,"66,250"
27135,Roseau,MN,Minnesota,"15,252"
28029,Copiah,MS,Mississippi,"27,664"
26071,Iron,MI,Michigan,"11,740"
27055,Houston,MN,Minnesota,"18,582"
27029,Clearwater,MN,Minnesota,"8,644"
28045,Hancock,MS,Mississippi,"46,159"
28141,Tishomingo,MS,Mississippi,"18,507"
28099,Neshoba,MS,Mississippi,"28,789"
27009,Benton,MN,Minnesota,"41,600"
27043,Faribault,MN,Minnesota,"13,873"
28053,Humphreys,MS,Mississippi,"7,216"
28121,Rankin,MS,Mississippi,"160,417"
27023,Chippewa,MN,Minnesota,"12,172"
28025,Clay,MS,Mississippi,"18,206"
27171,Wright,MN,Minnesota,"151,150"
26045,Eaton,MI,Michigan,"108,820"
27101,Murray,MN,Minnesota,"8,049"
28011,Bolivar,MS,Mississippi,"28,968"
26157,Tuscola,MI,Michigan,"52,826"
27035,Crow Wing,MN,Minnesota,"68,304"
26107,Mecosta,MI,Michigan,"41,099"
28041,Greene,MS,Mississippi,"13,601"
26081,Kent,MI,Michigan,"661,354"
27125,Red Lake,MN,Minnesota,"3,911"
27129,Renville,MN,Minnesota,"14,348"
27155,Traverse,MN,Minnesota,"3,136"
26093,Livingston,MI,Michigan,"196,757"
26149,St. Joseph,MI,Michigan,"60,878"
26137,Otsego,MI,Michigan,"25,747"
26119,Montmorency,MI,Michigan,"9,678"
27111,Otter Tail,MN,Minnesota,"60,626"
28055,Issaquena,MS,Mississippi,"1,256"
26135,Oscoda,MI,Michigan,"8,545"
27015,Brown,MN,Minnesota,"25,628"
28095,Monroe,MS,Mississippi,"33,609"
27139,Scott,MN,Minnesota,"155,814"
26087,Lapeer,MI,Michigan,"88,977"
26085,Lake,MI,Michigan,"12,734"
28013,Calhoun,MS,Mississippi,"12,685"
27123,Ramsey,MN,Minnesota,"536,075"
27069,Kittson,MN,Minnesota,"4,060"
27149,Stevens,MN,Minnesota,"9,728"
27059,Isanti,MN,Minnesota,"43,182"
27025,Chisago,MN,Minnesota,"58,535"
28071,Lafayette,MS,Mississippi,"58,467"
27061,Itasca,MN,Minnesota,"45,365"
28065,Jefferson Davis,MS,Mississippi,"10,969"
27071,Koochiching,MN,Minnesota,"11,751"
26127,Oceana,MI,Michigan,"26,981"
27167,Wilkin,MN,Minnesota,"6,306"
26079,Kalkaska,MI,Michigan,"18,490"
26121,Muskegon,MI,Michigan,"176,564"
26139,Ottawa,MI,Michigan,"303,372"
26047,Emmet,MI,Michigan,"34,123"
26075,Jackson,MI,Michigan,"159,424"
28107,Panola,MS,Mississippi,"32,669"
26063,Huron,MI,Michigan,"30,927"
27133,Rock,MN,Minnesota,"9,551"
28037,Franklin,MS,Mississippi,"7,610"
26043,Dickinson,MI,Michigan,"25,982"
26153,Schoolcraft,MI,Michigan,"8,149"
28019,Choctaw,MS,Mississippi,"8,088"
27173,Yellow Medicine,MN,Minnesota,"9,467"
28077,Lawrence,MS,Mississippi,"11,741"
27157,Wabasha,MN,Minnesota,"21,683"
26115,Monroe,MI,Michigan,"155,045"
28039,George,MS,Mississippi,"25,619"
28057,Itawamba,MS,Mississippi,"24,093"
26067,Ionia,MI,Michigan,"66,262"
28127,Simpson,MS,Mississippi,"25,715"
27151,Swift,MN,Minnesota,"9,719"
27115,Pine,MN,Minnesota,"30,197"
27027,Clay,MN,Minnesota,"66,258"
27153,Todd,MN,Minnesota,"25,667"
26057,Gratiot,MI,Michigan,"41,368"
26109,Menominee,MI,Michigan,"22,945"
27107,Norman,MN,Minnesota,"6,329"
26123,Newaygo,MI,Michigan,"51,108"
28049,Hinds,MS,Mississippi,"214,870"
26061,Houghton,MI,Michigan,"37,599"
26041,Delta,MI,Michigan,"36,790"
27131,Rice,MN,Minnesota,"67,948"
27077,Lake of the Woods,MN,Minnesota,"3,778"
26097,Mackinac,MI,Michigan,"10,851"
27081,Lincoln,MN,Minnesota,"5,521"
28047,Harrison,MS,Mississippi,"210,612"
28015,Carroll,MS,Mississippi,"9,535"
27113,Pennington,MN,Minnesota,"13,714"
28083,Leflore,MS,Mississippi,"26,378"
28117,Prentiss,MS,Mississippi,"25,135"
27159,Wadena,MN,Minnesota,"14,241"
26125,Oakland,MI,Michigan,"1,270,426"
27041,Douglas,MN,Minnesota,"39,953"
28059,Jackson,MS,Mississippi,"146,389"
28043,Grenada,MS,Mississippi,"21,065"
27047,Freeborn,MN,Minnesota,"30,515"
26131,Ontonagon,MI,Michigan,"5,906"
28109,Pearl River,MS,Mississippi,"57,978"
27137,St. Louis,MN,Minnesota,"200,514"
28085,Lincoln,MS,Mississippi,"34,702"
26105,Mason,MI,Michigan,"29,159"
26101,Manistee,MI,Michigan,"25,562"
26095,Luce,MI,Michigan,"6,435"
28125,Sharkey,MS,Mississippi,"3,336"
27091,Martin,MN,Minnesota,"19,657"
26099,Macomb,MI,Michigan,"875,101"
26165,Wexford,MI,Michigan,"34,122"
27121,Pope,MN,Minnesota,"11,400"
27039,Dodge,MN,Minnesota,"21,088"
27019,Carver,MN,Minnesota,"111,057"
28005,Amite,MS,Mississippi,"12,442"
26059,Hillsdale,MI,Michigan,"45,587"
27033,Cottonwood,MN,Minnesota,"11,319"
27127,Redwood,MN,Minnesota,"15,288"
28063,Jefferson,MS,Mississippi,"6,941"
28031,Covington,MS,Mississippi,"18,059"
26065,Ingham,MI,Michigan,"284,637"
28097,Montgomery,MS,Mississippi,"9,600"
27079,Le Sueur,MN,Minnesota,"29,255"
27163,Washington,MN,Minnesota,"278,936"
27013,Blue Earth,MN,Minnesota,"70,006"
28115,Pontotoc,MS,Mississippi,"31,535"
26049,Genesee,MI,Michigan,"401,522"
28093,Marshall,MS,Mississippi,"34,123"
27051,Grant,MN,Minnesota,"6,139"
27141,Sherburne,MN,Minnesota,"102,206"
28007,Attala,MS,Mississippi,"17,359"
26163,Wayne,MI,Michigan,"1,751,169"
27067,Kandiyohi,MN,Minnesota,"43,813"
27161,Waseca,MN,Minnesota,"18,981"
27057,Hubbard,MN,Minnesota,"22,132"
28009,Benton,MS,Mississippi,"7,438"
26159,Van Buren,MI,Michigan,"75,798"
28079,Leake,MS,Mississippi,"21,258"
27109,Olmsted,MN,Minnesota,"164,784"
28091,Marion,MS,Mississippi,"24,224"
27073,Lac qui Parle,MN,Minnesota,"6,630"
28073,Lamar,MS,Mississippi,"66,217"
26039,Crawford,MI,Michigan,"13,538"
28023,Clarke,MS,Mississippi,"15,228"
27087,Mahnomen,MN,Minnesota,"5,280"
26143,Roscommon,MI,Michigan,"23,863"
28021,Claiborne,MS,Mississippi,"8,617"
26053,Gogebic,MI,Michigan,"14,224"
28033,DeSoto,MS,Mississippi,"193,247"
27099,Mower,MN,Minnesota,"40,058"
28061,Jasper,MS,Mississippi,"16,013"
27103,Nicollet,MN,Minnesota,"34,242"
27145,Stearns,MN,Minnesota,"160,977"
27031,Cook,MN,Minnesota,"5,639"
27147,Steele,MN,Minnesota,"37,421"
27037,Dakota,MN,Minnesota,"447,440"
28131,Stone,MS,Mississippi,"18,756"
26161,Washtenaw,MI,Michigan,"365,536"
28111,Perry,MS,Mississippi,"11,315"
28027,Coahoma,MS,Mississippi,"20,077"
28003,Alcorn,MS,Mississippi,"34,135"
26117,Montcalm,MI,Michigan,"68,154"
26145,Saginaw,MI,Michigan,"187,782"
28135,Tallahatchie,MS,Mississippi,"11,837"
27095,Mille Lacs,MN,Minnesota,"27,427"
27001,Aitkin,MN,Minnesota,"16,102"
28123,Scott,MS,Mississippi,"27,507"
26155,Shiawassee,MI,Michigan,"68,025"
28113,Pike,MS,Mississippi,"39,394"
27075,Lake,MN,Minnesota,"10,855"
26151,Sanilac,MI,Michigan,"40,368"
28017,Chickasaw,MS,Mississippi,"16,866"
28001,Adams,MS,Mississippi,"28,746"
28075,Lauderdale,MS,Mississippi,"70,527"
27093,Meeker,MN,Minnesota,"23,490"
27063,Jackson,MN,Minnesota,"9,919"
27083,Lyon,MN,Minnesota,"25,427"
27169,Winona,MN,Minnesota,"49,721"
27065,Kanabec,MN,Minnesota,"16,602"
27049,Goodhue,MN,Minnesota,"48,035"
26129,Ogemaw,MI,Michigan,"20,990"
28035,Forrest,MS,Mississippi,"78,208"
28119,Quitman,MS,Mississippi,"5,546"
26113,Missaukee,MI,Michigan,"15,311"
28129,Smith,MS,Mississippi,"14,099"
28103,Noxubee,MS,Mississippi,"9,914"
26103,Marquette,MI,Michigan,"66,999"
27017,Carlton,MN,Minnesota,"36,825"
27165,Watonwan,MN,Minnesota,"11,077"
27045,Fillmore,MN,Minnesota,"21,522"
30097,Sweet Grass,MT,Montana,"3,763"
31047,Dawson,NE,Nebraska,"24,085"
28163,Yazoo,MS,Mississippi,"25,796"
30017,Custer,MT,Montana,"11,985"
31041,Custer,NE,Nebraska,"10,581"
31033,Cheyenne,NE,Nebraska,"9,541"
29123,Madison,MO,Missouri,"12,698"
30045,Judith Basin,MT,Montana,"2,093"
30071,Phillips,MT,Montana,"4,249"
29179,Reynolds,MO,Missouri,"5,950"
30089,Sanders,MT,Montana,"13,684"
29189,St. Louis,MO,Missouri,"987,059"
29011,Barton,MO,Missouri,"11,731"
29119,McDonald,MO,Missouri,"23,903"
29003,Andrew,MO,Missouri,"18,127"
29229,Wright,MO,Missouri,"19,403"
29047,Clay,MO,Missouri,"259,772"
29159,Pettis,MO,Missouri,"43,530"
31055,Douglas,NE,Nebraska,"589,540"
31007,Banner,NE,Nebraska,674
29043,Christian,MO,Missouri,"94,422"
30073,Pondera,MT,Montana,"6,125"
31031,Cherry,NE,Nebraska,"5,492"
30079,Prairie,MT,Montana,"1,112"
29083,Henry,MO,Missouri,"22,485"
29017,Bollinger,MO,Missouri,"10,544"
29195,Saline,MO,Missouri,"23,049"
31037,Colfax,NE,Nebraska,"10,566"
29039,Cedar,MO,Missouri,"14,672"
29203,Shannon,MO,Missouri,"7,238"
31015,Boyd,NE,Nebraska,"1,725"
31043,Dakota,NE,Nebraska,"21,268"
29091,Howell,MO,Missouri,"40,735"
29171,Putnam,MO,Missouri,"4,638"
29077,Greene,MO,Missouri,"304,611"
29113,Lincoln,MO,Missouri,"64,699"
30035,Glacier,MT,Montana,"13,609"
29021,Buchanan,MO,Missouri,"82,956"
30099,Teton,MT,Montana,"6,430"
31051,Dixon,NE,Nebraska,"5,491"
29029,Camden,MO,Missouri,"44,044"
29149,Oregon,MO,Missouri,"8,720"
29209,Stone,MO,Missouri,"32,658"
29075,Gentry,MO,Missouri,"6,287"
31005,Arthur,NE,Nebraska,412
31027,Cedar,NE,Nebraska,"8,262"
29183,St. Charles,MO,Missouri,"416,659"
29105,Laclede,MO,Missouri,"36,680"
30007,Broadwater,MT,Montana,"8,032"
30087,Rosebud,MT,Montana,"8,160"
29215,Texas,MO,Missouri,"25,619"
29079,Grundy,MO,Missouri,"9,815"
29125,Maries,MO,Missouri,"8,430"
30075,Powder River,MT,Montana,"1,743"
30077,Powell,MT,Montana,"7,133"
29186,Ste. Genevieve,MO,Missouri,"18,642"
30001,Beaverhead,MT,Montana,"9,885"
29045,Clark,MO,Missouri,"6,641"
28145,Union,MS,Mississippi,"28,284"
30065,Musselshell,MT,Montana,"5,308"
30059,Meagher,MT,Montana,"2,071"
29007,Audrain,MO,Missouri,"24,394"
29035,Carter,MO,Missouri,"5,303"
29175,Randolph,MO,Missouri,"24,109"
31059,Fillmore,NE,Nebraska,"5,548"
29089,Howard,MO,Missouri,"10,101"
30091,Sheridan,MT,Montana,"3,498"
29225,Webster,MO,Missouri,"41,472"
31069,Garden,NE,Nebraska,"1,794"
31017,Brown,NE,Nebraska,"2,853"
28161,Yalobusha,MS,Mississippi,"12,386"
29227,Worth,MO,Missouri,"1,907"
31025,Cass,NE,Nebraska,"27,446"
30013,Cascade,MT,Montana,"84,900"
29053,Cooper,MO,Missouri,"16,947"
29097,Jasper,MO,Missouri,"125,056"
30061,Mineral,MT,Montana,"5,090"
31085,Hayes,NE,Nebraska,846
31063,Frontier,NE,Nebraska,"2,585"
29013,Bates,MO,Missouri,"16,242"
29173,Ralls,MO,Missouri,"10,489"
29181,Ripley,MO,Missouri,"10,806"
31029,Chase,NE,Nebraska,"3,724"
29141,Morgan,MO,Missouri,"21,970"
30083,Richland,MT,Montana,"11,173"
29185,St. Clair,MO,Missouri,"9,752"
31021,Burt,NE,Nebraska,"6,727"
30093,Silver Bow,MT,Montana,"36,360"
30027,Fergus,MT,Montana,"11,772"
31053,Dodge,NE,Nebraska,"37,187"
29109,Lawrence,MO,Missouri,"38,872"
31001,Adams,NE,Nebraska,"30,899"
30031,Gallatin,MT,Montana,"126,409"
29221,Washington,MO,Missouri,"23,534"
29151,Osage,MO,Missouri,"13,468"
31077,Greeley,NE,Nebraska,"2,219"
30009,Carbon,MT,Montana,"11,419"
30057,Madison,MT,Montana,"9,521"
31009,Blaine,NE,Nebraska,436
30051,Liberty,MT,Montana,"1,974"
29073,Gasconade,MO,Missouri,"14,705"
29145,Newton,MO,Missouri,"60,677"
31049,Deuel,NE,Nebraska,"1,871"
29069,Dunklin,MO,Missouri,"27,032"
29217,Vernon,MO,Missouri,"19,710"
30111,Yellowstone,MT,Montana,"170,843"
29127,Marion,MO,Missouri,"28,336"
30011,Carter,MT,Montana,"1,418"
29063,DeKalb,MO,Missouri,"9,899"
30107,Wheatland,MT,Montana,"2,057"
31073,Gosper,NE,Nebraska,"1,847"
29223,Wayne,MO,Missouri,"10,811"
29037,Cass,MO,Missouri,"111,732"
29049,Clinton,MO,Missouri,"21,548"
31023,Butler,NE,Nebraska,"8,459"
29111,Lewis,MO,Missouri,"9,818"
31067,Gage,NE,Nebraska,"21,634"
29085,Hickory,MO,Missouri,"8,718"
30015,Chouteau,MT,Montana,"5,847"
28157,Wilkinson,MS,Mississippi,"8,058"
29169,Pulaski,MO,Missouri,"53,812"
29155,Pemiscot,MO,Missouri,"14,613"
31071,Garfield,NE,Nebraska,"1,763"
29023,Butler,MO,Missouri,"41,948"
31045,Dawes,NE,Nebraska,"8,133"
30103,Treasure,MT,Montana,772
29099,Jefferson,MO,Missouri,"231,230"
29199,Scotland,MO,Missouri,"4,676"
30041,Hill,MT,Montana,"16,276"
28155,Webster,MS,Mississippi,"9,988"
29177,Ray,MO,Missouri,"23,182"
30021,Dawson,MT,Montana,"8,810"
29207,Stoddard,MO,Missouri,"28,397"
29001,Adair,MO,Missouri,"25,122"
29027,Callaway,MO,Missouri,"44,731"
28153,Wayne,MS,Mississippi,"19,703"
30055,McCone,MT,Montana,"1,676"
29131,Miller,MO,Missouri,"25,590"
29129,Mercer,MO,Missouri,"3,469"
28147,Walthall,MS,Mississippi,"13,863"
29041,Chariton,MO,Missouri,"7,399"
29139,Montgomery,MO,Missouri,"11,459"
31065,Furnas,NE,Nebraska,"4,556"
30047,Lake,MT,Montana,"33,338"
29121,Macon,MO,Missouri,"15,161"
29153,Ozark,MO,Missouri,"8,970"
31039,Cuming,NE,Nebraska,"8,918"
29095,Jackson,MO,Missouri,"718,560"
30037,Golden Valley,MT,Montana,835
29067,Douglas,MO,Missouri,"12,228"
31079,Hall,NE,Nebraska,"62,197"
30033,Garfield,MT,Montana,"1,211"
29103,Knox,MO,Missouri,"3,723"
30063,Missoula,MT,Montana,"121,849"
28159,Winston,MS,Mississippi,"17,416"
29201,Scott,MO,Missouri,"37,889"
29163,Pike,MO,Missouri,"17,935"
29117,Livingston,MO,Missouri,"14,557"
30067,Park,MT,Montana,"17,903"
29137,Monroe,MO,Missouri,"8,698"
28143,Tunica,MS,Mississippi,"9,234"
31057,Dundy,NE,Nebraska,"1,561"
31003,Antelope,NE,Nebraska,"6,302"
31083,Harlan,NE,Nebraska,"3,045"
31013,Box Butte,NE,Nebraska,"10,692"
30005,Blaine,MT,Montana,"6,899"
31019,Buffalo,NE,Nebraska,"50,697"
30043,Jefferson,MT,Montana,"13,048"
29005,Atchison,MO,Missouri,"5,107"
29057,Dade,MO,Missouri,"7,716"
31081,Hamilton,NE,Nebraska,"9,537"
29205,Shelby,MO,Missouri,"5,931"
29019,Boone,MO,Missouri,"189,463"
29081,Harrison,MO,Missouri,"8,220"
28151,Washington,MS,Mississippi,"41,946"
29147,Nodaway,MO,Missouri,"20,695"
29033,Carroll,MO,Missouri,"8,391"
30023,Deer Lodge,MT,Montana,"9,673"
30019,Daniels,MT,Montana,"1,633"
29065,Dent,MO,Missouri,"14,647"
29213,Taney,MO,Missouri,"56,775"
30105,Valley,MT,Montana,"7,474"
30039,Granite,MT,Montana,"3,595"
31035,Clay,NE,Nebraska,"6,116"
29051,Cole,MO,Missouri,"77,278"
29087,Holt,MO,Missouri,"4,248"
30049,Lewis and Clark,MT,Montana,"75,011"
29055,Crawford,MO,Missouri,"22,719"
29187,St. Francois,MO,Missouri,"67,058"
29025,Caldwell,MO,Missouri,"8,955"
29167,Polk,MO,Missouri,"32,780"
30003,Big Horn,MT,Montana,"12,751"
30029,Flathead,MT,Montana,"113,679"
30109,Wibaux,MT,Montana,910
29107,Lafayette,MO,Missouri,"33,196"
29161,Phelps,MO,Missouri,"45,284"
29157,Perry,MO,Missouri,"18,950"
30085,Roosevelt,MT,Montana,"10,319"
29009,Barry,MO,Missouri,"35,265"
28149,Warren,MS,Mississippi,"42,298"
29015,Benton,MO,Missouri,"20,552"
31011,Boone,NE,Nebraska,"5,310"
29071,Franklin,MO,Missouri,"106,404"
29219,Warren,MO,Missouri,"37,806"
29059,Dallas,MO,Missouri,"17,768"
31061,Franklin,NE,Nebraska,"2,825"
30025,Fallon,MT,Montana,"2,994"
29197,Schuyler,MO,Missouri,"4,053"
29101,Johnson,MO,Missouri,"54,962"
30095,Stillwater,MT,Montana,"9,173"
29135,Moniteau,MO,Missouri,"15,256"
29031,Cape Girardeau,MO,Missouri,"82,984"
30069,Petroleum,MT,Montana,554
29165,Platte,MO,Missouri,"111,940"
29093,Iron,MO,Missouri,"9,440"
29143,New Madrid,MO,Missouri,"15,424"
29211,Sullivan,MO,Missouri,"5,797"
29133,Mississippi,MO,Missouri,"11,822"
29061,Daviess,MO,Missouri,"8,551"
30101,Toole,MT,Montana,"5,133"
30053,Lincoln,MT,Montana,"21,895"
31075,Grant,NE,Nebraska,565
29115,Linn,MO,Missouri,"11,791"
29510,St. Louis,MO,Missouri,"281,754"
30081,Ravalli,MT,Montana,"47,738"
36093,Schenectady,NY,New York,"159,902"
31139,Pierce,NE,Nebraska,"7,299"
35015,Eddy,NM,New Mexico,"60,275"
31101,Keith,NE,Nebraska,"8,113"
37023,Burke,NC,North Carolina,"88,338"
31087,Hitchcock,NE,Nebraska,"2,552"
32510,Carson City,NV,Nevada,"58,036"
34029,Ocean,NJ,New Jersey,"659,197"
33007,Coos,NH,New Hampshire,"31,372"
36111,Ulster,NY,New York,"182,333"
35047,San Miguel,NM,New Mexico,"26,668"
37055,Dare,NC,North Carolina,"38,110"
31161,Sheridan,NE,Nebraska,"4,928"
33001,Belknap,NH,New Hampshire,"65,027"
31127,Nemaha,NE,Nebraska,"7,076"
37007,Anson,NC,North Carolina,"21,897"
33003,Carroll,NH,New Hampshire,"52,448"
35049,Santa Fe,NM,New Mexico,"155,956"
35028,Los Alamos,NM,New Mexico,"19,444"
33017,Strafford,NH,New Hampshire,"133,243"
31181,Webster,NE,Nebraska,"3,351"
36009,Cattaraugus,NY,New York,"75,600"
37003,Alexander,NC,North Carolina,"36,473"
31123,Morrill,NE,Nebraska,"4,504"
32003,Clark,NV,Nevada,"2,336,573"
35033,Mora,NM,New Mexico,"4,123"
31105,Kimball,NE,Nebraska,"3,289"
37019,Brunswick,NC,North Carolina,"159,964"
36123,Yates,NY,New York,"24,472"
37051,Cumberland,NC,North Carolina,"337,890"
37057,Davidson,NC,North Carolina,"174,804"
32009,Esmeralda,NV,Nevada,736
31131,Otoe,NE,Nebraska,"16,335"
31119,Madison,NE,Nebraska,"35,627"
36109,Tompkins,NY,New York,"103,558"
36001,Albany,NY,New York,"316,659"
36069,Ontario,NY,New York,"112,494"
37053,Currituck,NC,North Carolina,"31,593"
36071,Orange,NY,New York,"407,470"
31121,Merrick,NE,Nebraska,"7,755"
34031,Passaic,NJ,New Jersey,"513,395"
36003,Allegany,NY,New York,"46,651"
34005,Burlington,NJ,New Jersey,"469,167"
36085,Richmond,NY,New York,"490,687"
37017,Bladen,NC,North Carolina,"29,484"
34019,Hunterdon,NJ,New Jersey,"130,183"
36095,Schoharie,NY,New York,"30,105"
37039,Cherokee,NC,North Carolina,"29,959"
33019,Sullivan,NH,New Hampshire,"43,969"
36067,Onondaga,NY,New York,"467,873"
36039,Greene,NY,New York,"47,062"
31093,Howard,NE,Nebraska,"6,527"
35031,McKinley,NM,New Mexico,"68,797"
36051,Livingston,NY,New York,"61,158"
32019,Lyon,NV,Nevada,"62,583"
34011,Cumberland,NJ,New Jersey,"152,326"
34003,Bergen,NJ,New Jersey,"957,736"
31157,Scotts Bluff,NE,Nebraska,"35,699"
36083,Rensselaer,NY,New York,"159,305"
35055,Taos,NM,New Mexico,"34,405"
35059,Union,NM,New Mexico,"3,964"
36023,Cortland,NY,New York,"45,752"
31143,Polk,NE,Nebraska,"5,228"
32013,Humboldt,NV,Nevada,"17,136"
32001,Churchill,NV,Nevada,"25,803"
31169,Thayer,NE,Nebraska,"4,829"
35041,Roosevelt,NM,New Mexico,"18,787"
31185,York,NE,Nebraska,"14,356"
33011,Hillsborough,NH,New Hampshire,"427,354"
37013,Beaufort,NC,North Carolina,"44,481"
36007,Broome,NY,New York,"196,077"
35027,Lincoln,NM,New Mexico,"20,029"
31137,Phelps,NE,Nebraska,"9,057"
33005,Cheshire,NH,New Hampshire,"77,703"
36055,Monroe,NY,New York,"748,482"
35053,Socorro,NM,New Mexico,"15,963"
35003,Catron,NM,New Mexico,"3,825"
36017,Chenango,NY,New York,"45,920"
34033,Salem,NJ,New Jersey,"65,338"
31125,Nance,NE,Nebraska,"3,274"
34001,Atlantic,NJ,New Jersey,"275,213"
34037,Sussex,NJ,New Jersey,"146,132"
36107,Tioga,NY,New York,"47,715"
32033,White Pine,NV,Nevada,"8,522"
35017,Grant,NM,New Mexico,"27,472"
35005,Chaves,NM,New Mexico,"63,561"
31177,Washington,NE,Nebraska,"21,152"
36035,Fulton,NY,New York,"52,234"
31129,Nuckolls,NE,Nebraska,"4,095"
31141,Platte,NE,Nebraska,"34,609"
31097,Johnson,NE,Nebraska,"5,198"
37025,Cabarrus,NC,North Carolina,"240,016"
31113,Logan,NE,Nebraska,655
36077,Otsego,NY,New York,"60,126"
32017,Lincoln,NV,Nevada,"4,452"
36061,New York,NY,New York,"1,597,451"
36041,Hamilton,NY,New York,"5,082"
36119,Westchester,NY,New York,"990,817"
36025,Delaware,NY,New York,"44,410"
31163,Sherman,NE,Nebraska,"2,983"
36081,Queens,NY,New York,"2,252,196"
36099,Seneca,NY,New York,"32,349"
31115,Loup,NE,Nebraska,592
37045,Cleveland,NC,North Carolina,"101,378"
35045,San Juan,NM,New Mexico,"120,675"
36019,Clinton,NY,New York,"78,115"
31107,Knox,NE,Nebraska,"8,298"
35035,Otero,NM,New Mexico,"68,835"
31171,Thomas,NE,Nebraska,677
36091,Saratoga,NY,New York,"238,711"
31111,Lincoln,NE,Nebraska,"33,365"
31091,Hooker,NE,Nebraska,679
35061,Valencia,NM,New Mexico,"79,141"
35007,Colfax,NM,New Mexico,"12,255"
31147,Richardson,NE,Nebraska,"7,689"
35013,Do̱a Ana,NM,New Mexico,"225,210"
36089,St. Lawrence,NY,New York,"106,940"
31133,Pawnee,NE,Nebraska,"2,512"
35043,Sandoval,NM,New Mexico,"155,936"
37001,Alamance,NC,North Carolina,"179,165"
37035,Catawba,NC,North Carolina,"164,645"
36027,Dutchess,NY,New York,"297,150"
31175,Valley,NE,Nebraska,"4,012"
34017,Hudson,NJ,New Jersey,"705,472"
36101,Steuben,NY,New York,"92,162"
34023,Middlesex,NJ,New Jersey,"863,623"
31117,McPherson,NE,Nebraska,383
37027,Caldwell,NC,North Carolina,"80,574"
36005,Bronx,NY,New York,"1,356,476"
31155,Saunders,NE,Nebraska,"23,463"
31149,Rock,NE,Nebraska,"1,271"
31145,Red Willow,NE,Nebraska,"10,457"
36113,Warren,NY,New York,"65,380"
31183,Wheeler,NE,Nebraska,775
37043,Clay,NC,North Carolina,"11,864"
35021,Harding,NM,New Mexico,624
36053,Madison,NY,New York,"66,921"
32031,Washoe,NV,Nevada,"498,022"
35051,Sierra,NM,New Mexico,"11,488"
34015,Gloucester,NJ,New Jersey,"308,423"
33015,Rockingham,NH,New Hampshire,"320,689"
36047,Kings,NY,New York,"2,561,225"
31109,Lancaster,NE,Nebraska,"326,716"
34009,Cape May,NJ,New Jersey,"94,610"
35057,Torrance,NM,New Mexico,"15,633"
36105,Sullivan,NY,New York,"79,920"
37015,Bertie,NC,North Carolina,"16,922"
35011,De Baca,NM,New Mexico,"1,657"
36031,Essex,NY,New York,"36,775"
33009,Grafton,NH,New Hampshire,"93,146"
37033,Caswell,NC,North Carolina,"22,807"
35023,Hidalgo,NM,New Mexico,"3,965"
31099,Kearney,NE,Nebraska,"6,770"
36011,Cayuga,NY,New York,"74,485"
36021,Columbia,NY,New York,"60,470"
37009,Ashe,NC,North Carolina,"27,063"
34027,Morris,NJ,New Jersey,"514,423"
35019,Guadalupe,NM,New Mexico,"4,292"
